": Zillow is offloading homes — raising ‘red flags’ about the real-estate market","MarketWatch","Zillow 'may have leaned into home acquisition at the wrong time,' one analyst said.   ","2021-11-01 20:49:00","Business","https://www.marketwatch.com/story/zillow-pauses-home-buying-raising-red-flags-about-the-real-estate-market-11634678311?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","29365102093cb9074b08a880facbf508"
": ‘These guys pressure you to pay for the insurance.’ Consumers seeking health coverage plagued by misleading marketing, studies show","MarketWatch","During ACA open enrollment, consumers should be on guard for deceptive sales tactics, researchers say   ","2021-11-17 14:15:00","Business","https://www.marketwatch.com/story/these-guys-pressure-you-to-pay-for-the-insurance-consumers-seeking-health-coverage-plagued-by-misleading-marketing-studies-show-11637158525?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","23301fede093385ebfa859abc89aa62a"
"The Big Move: I own a condo and want to leave it to my daughter when I die. How can I make sure she can afford to maintain it?","MarketWatch","'What exactly must I do to ensure she can sell the condo and secure the proceeds?'   ","2021-11-17 14:09:00","Business","https://www.marketwatch.com/story/i-own-a-condo-and-want-to-leave-it-to-my-daughter-when-i-die-how-can-i-make-sure-she-can-afford-to-maintain-it-11637089325?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","706428e26d704c3dde63d9d03703441c"
"The Margin: Wall Street bonuses will jump up to 35% this year — the most since the Great Recession","MarketWatch","Investment bankers and equities traders are in line for the biggest year-end bonuses, a new report says   ","2021-11-17 14:03:00","Business","https://www.marketwatch.com/story/wall-street-bonuses-will-jump-up-to-35-this-year-the-most-since-the-great-recession-11637094920?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e63ccbdd1670c7b337cf253d12be38e5"
": ‘These guys pressure you to pay for the insurance.’  Health coverage buyers plagued by misleading marketing, studies show","MarketWatch","During ACA open enrollment, consumers should be on guard for deceptive sales tactics, researchers say   ","2021-11-17 15:56:00","Business","https://www.marketwatch.com/story/these-guys-pressure-you-to-pay-for-the-insurance-consumers-seeking-health-coverage-plagued-by-misleading-marketing-studies-show-11637158525?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2a195c13980179ea896b0168e9bf26fc"
": Papa Johns launches new restaurant design and logo","MarketWatch","Papa Johns has unveiled a new restaurant format and logo, which the company says is a modern take on the brand's identity   ","2021-11-17 15:55:00","Business","https://www.marketwatch.com/story/papa-johns-launches-new-restaurant-design-and-logo-11637076417?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bbe576c5fe6d727edc599abdb9d89327"
"The Conversation: Why building more homes can’t solve the housing affordability problem for the millions who need it most","MarketWatch","Many people don't have enough income to afford even the cheapest new housing.   ","2021-11-17 15:55:00","Business","https://www.marketwatch.com/story/why-building-more-homes-cant-solve-the-housing-affordability-problem-for-the-millions-who-need-it-most-11637164508?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2842f893a1a669b467f96c1220f07d30"
"Retire Better: Medicare may stop short at covering your eyes — what can you do?","MarketWatch","Want to keep your vision sharp? Take a hike   ","2021-11-17 15:53:00","Business","https://www.marketwatch.com/story/want-to-keep-your-vision-sharp-take-a-hike-11637116073?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","15113f75693b57881f16c361f970ad9d"
"Coronavirus Update: Europe is the only region where COVID-19 deaths rose in the latest week, and U.S. to greatly expand vaccine manufacturing","MarketWatch","Fatalities from the coronavirus-borne illness COVID-19 rose 5% in Europe in the latest week, the World Health Organization said Wednesday, making it the only part of the world where deaths are rising instead of stabilizing or declining.   ","2021-11-17 15:48:00","Business","https://www.marketwatch.com/story/europe-is-the-only-region-where-covid-19-deaths-rose-in-the-latest-week-and-u-s-to-greatly-expand-vaccine-manufacturing-11637164134?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","6a99b8fb90e4619cb2a71fbb043e4a8c"
"Europe Markets: Turkish lira slumps further as central bank meeting looms and Erdogan talks of ‘scourge of interest rates’","MarketWatch","The Turkish lira sunk to new lows on Wednesday ahead of a central bank meeting and after comments from President Tayyip Erdogan who vowed to continue   ","2021-11-17 15:47:00","Business","https://www.marketwatch.com/story/turkish-lira-slumps-furtherinst-dollar-as-central-bank-meeting-looms-and-erdogan-talks-of-scourge-of-interest-rates-11637163988?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","254e5999052df8b127a632082c8c477b"
"Encore: Social Security proposal would raise revenue and temporarily enhance benefits","MarketWatch","Changes that expire in 5 years could create real problems   ","2021-11-17 15:43:00","Business","https://www.marketwatch.com/story/social-security-proposal-raises-revenue-and-temporarily-enhances-benefits-11637114168?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e24ef6d117385a8783bfa3de03f78e59"
"Financial Crime: Oregon tax cheat owned millions in real estate and businesses but made himself look like a pauper to collect food stamps, prosecutors say","MarketWatch","Robert Lund, a successful tech consultant, was sentenced to 3 ½ years in prison after a decades-long effort to evade tax bill.   ","2021-11-17 15:32:00","Business","https://www.marketwatch.com/story/oregon-tax-cheat-owned-millions-in-real-estate-and-businesses-but-made-himself-look-like-a-pauper-to-collect-food-stamps-prosecutors-say-11637163128?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","1793b5dee8fb18438d814ff9dbc8e494"
": Apple makes a concession to ‘right to repair’ movement, will let you repair your own iPhone","MarketWatch","Apple Inc. will start allowing customers to repair their own devices with genuine parts, the consumer-electronics giant said Wednesday.   ","2021-11-17 15:28:00","Business","https://www.marketwatch.com/story/apple-makes-a-concession-to-right-to-repair-movement-will-let-you-repair-your-own-iphone-11637162936?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","23e55806f8cb8142c2d5598a6bb474c0"
"NewsWatch: 4 stock picks for the post-pandemic ‘nesting’ economy from a five-star money manager","MarketWatch","The coronavirus pandemic is a tipping point for long-term trends that can make investors a lot of money, according to Alex Ely of Macquarie Asset Management.   ","2021-11-17 17:00:06","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","815977da59d73f25fdbc49f80f61cb2d"
"Market Snapshot: Dow loses grip on 36,000, but large-cap tech stocks outperform as yields recede","MarketWatch","U.S. stocks head modestly lower midday Wednesday, but stocks remain within striking distance of record closing highs, aided by gains in large-cap technology.   ","2021-11-17 16:56:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-largely-tread-water-but-nasdaq-poised-for-more-gains-11637152538?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","94432284334671454e95aeca3adbbd2f"
": Social Security, Medicare, and other key programs on the line as Dec. 15 debt limit deadline nears","MarketWatch","'Even a short delay in the payment of Social Security benefits would be a burden,' the National Committee to Preserve Social Security and Medicare said.   ","2021-11-17 16:48:00","Business","https://www.marketwatch.com/story/social-security-and-other-key-safety-net-programs-are-on-the-line-as-debt-limit-deadline-nears-11633550086?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a01082fcbb303307ffce19a09ee5e5b5"
": SEC adopts rule giving activist investors more power in board elections","MarketWatch","The Securities and Exchange Commission approved a new rule Wednesday that could give activist investors more ammunition in their fights with management   ","2021-11-17 16:37:00","Business","https://www.marketwatch.com/story/sec-to-vote-on-rule-giving-activist-investors-more-power-in-board-elections-11637164892?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","424c38d17cfb530179d3369776b29138"
"Futures Movers: Oil prices fall sharply on reports of U.S., China discussion on a joint release of reserves","MarketWatch","Oil futures decline on Wednesday, with U.S. prices falling below the key $80 mark, after reports that a joint release of crude supplies was discussed by President Joe Biden and Chinese leader Xi Jinping in a virtual meeting earlier this week.   ","2021-11-17 16:33:00","Business","https://www.marketwatch.com/story/oil-pressured-as-u-s-china-reportedly-discuss-joint-release-of-reserves-11637154245?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c6b0a58f7a7d5e9c9e34c49310c7ab50"
"The Ratings Game: Roku stock plunges after downgrade; estimates ‘are just too damn high,’ says analyst","MarketWatch","Shares of Roku Inc. are getting pummeled Wednesday after an analyst downgraded the stock and suggested that investors have misinterpreted the company's story as of late.   ","2021-11-17 16:29:00","Business","https://www.marketwatch.com/story/roku-stock-plunges-after-downgrade-estimates-are-just-too-damn-high-says-analyst-11637166554?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","9a4cfd4572291f03c89ca6b33b9d635c"
"Living With Climate Change: Solar tax credits and heat pump rebates: All the ways Build Back Better could incentivize cleaner energy at home","MarketWatch","'The framework, if approved, would represent the largest single investment in the clean energy economy in the U.S.,' President Joe Biden said.   ","2021-11-17 16:28:00","Business","https://www.marketwatch.com/story/solar-tax-credits-and-heat-pump-rebates-all-the-ways-build-back-better-would-incentivize-cleaner-energy-at-home-11636577411?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","f46b8e018b70b38d665c21aa0f273622"
"Cannabis Watch: House Republican from South Carolina aims to legalize cannabis, but skeptics are unpersuaded","MarketWatch","S.C. Rep. Nancy Mace says bill would protect children by mandating a 21-year-old age minimum for cannabis use, but overall measure faces skepticism from analysts   ","2021-11-17 16:26:00","Business","https://www.marketwatch.com/story/gop-congresswoman-files-states-reform-act-that-aims-to-legalize-cannabis-but-skeptics-are-unconvinced-11637166361?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","253d1ba095ba8c34db3040965f5e423d"
"FA Center: You’ve just come into a pile of money, so why are you feeling so anxious?","MarketWatch","To help people cope with a financial windfall, back off and give them lots of space.   ","2021-11-17 17:54:00","Business","https://www.marketwatch.com/story/youve-just-come-into-a-pile-of-money-so-why-are-you-feeling-so-anxious-11637105133?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ae8a496d5a40882b025c3c3facd9795c"
"The Margin: Porsh? These car companies top the most commonly misspelled brands online","MarketWatch","What’s in a brand name? Plenty of chances to make spelling mistakes, according to a new report   ","2021-11-17 17:44:00","Business","https://www.marketwatch.com/story/porsh-these-car-companies-top-the-most-commonly-misspelled-brands-online-11637171064?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3b5b1e16262cfecbc186ab2d1931675b"
"The Ratings Game: Walmart faces labor, supply-chain pressures on margins despite earnings beat and holiday optimism, analysts say","MarketWatch","Analysts are upbeat about Walmart in the long term, but say high costs will impact margins over the near term.   ","2021-11-17 17:33:00","Business","https://www.marketwatch.com/story/walmart-faces-labor-supply-chain-pressures-on-margins-despite-earnings-beat-and-holiday-optimism-analysts-say-11637170337?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","8f69f4cc7deaf453b9f96a53257fa7ad"
"Market Extra: What ‘WIN’ buttons say about surging inflation and the 1970s","MarketWatch","Surging inflation is stirring memories of the 1970s on Wall Street, but isn't doing much to bolster the value of one of the era's political artifacts.   ","2021-11-17 17:33:00","Business","https://www.marketwatch.com/story/what-win-buttons-say-about-surging-inflation-and-the-1970s-11637169810?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","f53536dc9c67f0cd3c5392f93026e22d"
": Best of both worlds: Save the planet and invest in cutting-edge technology stocks at the same time","MarketWatch","Companies in the top-performing chip sector tap into energy conservation and electric vehicles.   ","2021-11-17 17:14:00","Business","https://www.marketwatch.com/story/best-of-both-worlds-save-the-planet-and-invest-in-cutting-edge-technology-stocks-at-the-same-time-11637169296?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","cc257d6589f12af4ab1927d8123f115d"
"Project Syndicate: Was COP26 more ‘blah blah blah’? Yes, and here’s why that’s OK","MarketWatch","Sometimes, blah blah blah is the only step forward to raising awareness and building a consensus on how to proceed. It's better than denial.   ","2021-11-17 17:07:00","Business","https://www.marketwatch.com/story/was-cop26-more-blah-blah-blah-yes-and-heres-why-thats-ok-11637168875?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","5640055567e48229fd9f214b6bf649f4"
"IPO Report: Bitcoin miner Iris Energy’s stock jeered on pubic debut, as stock falls well below the IPO price","MarketWatch","Iris Energy Ltd. received a downbeat reception on Wall Street on Wednesday, as the Australia-based bitcoin miner's stock opened even with its initial public offering price, then quickly fell below it.   ","2021-11-17 17:04:00","Business","https://www.marketwatch.com/story/bitcoin-miner-iris-energys-stock-to-start-trading-after-ipo-priced-above-the-expected-range-11637152810?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","add58f55cb6736f36f9ad81082b64f77"
"Market Snapshot: Dow struggles to hold grip on 36,000, but large-cap tech stocks outperform as yields recede","MarketWatch","U.S. stocks head modestly lower Wednesday afternoon, but stocks remain within striking distance of record closing highs, aided by gains in large-cap technology.   ","2021-11-17 18:38:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-largely-tread-water-but-nasdaq-poised-for-more-gains-11637152538?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","96b70e627ca9a83ab68c01c80e62becd"
"The Wall Street Journal: U.S. Catholic bishops set aside question of denying Communion to politicians who defend abortion rights","MarketWatch","U.S. Conference of Catholic Bishops ended a nearly yearlong debate Wednesday over whether to bar politicians who support abortion rights from receiving the Eucharist, passing new guidance on Communion that doesn’t address the issue.   ","2021-11-17 18:25:00","Business","https://www.marketwatch.com/story/u-s-catholic-bishops-set-aside-question-of-denying-communion-to-politicians-who-defend-abortion-rights-11637173532?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7fb21759ec53dbfcd6bcf19204d25ef5"
"Crypto: The worst of bitcoin pullback may be over, a technical analyst says","MarketWatch","After president Joe Biden on Monday signed a $1 trillion infrastructure bill into law which contains tax reporting provisions for digital assets, both bitcoin and ether slid on Tuesday.   ","2021-11-17 18:18:00","Business","https://www.marketwatch.com/story/the-worst-of-bitcoin-pullback-may-be-over-a-technical-analyst-says-11637172853?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e7738c0d366d015afae0ef0524fb9982"
"Futures Movers: Oil futures fall sharply as Biden administration seeks ways to tamp down prices","MarketWatch","Oil futures decline on Wednesday, with U.S. prices falling below the key $80 mark, as  President Joe Biden seeks ways to lower the price of gasoline for U.S. consumers.   ","2021-11-17 18:05:00","Business","https://www.marketwatch.com/story/oil-pressured-as-u-s-china-reportedly-discuss-joint-release-of-reserves-11637154245?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","56b4e70b643e0c31206c4ac69f94723b"
"Market Extra: What ‘WIN’ buttons say about the ’70s and today’s inflation battle","MarketWatch","Surging inflation is stirring memories of the 1970s on Wall Street, but isn't doing much to bolster the value of one of the era's political artifacts.   ","2021-11-17 19:55:00","Business","https://www.marketwatch.com/story/what-win-buttons-say-about-surging-inflation-and-the-1970s-11637169810?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","8aab2986aad1402fcddf77d689d6a7cf"
"Key Words: ‘As long is we don’t fall into a recession,’ we’re in a long bull market, says ARK Invest’s Cathie Wood","MarketWatch","Star stock picker Cathie Wood remains bullish on the equity market long-term, despite bearish concerns about rising inflation pressures.   ","2021-11-17 19:50:00","Business","https://www.marketwatch.com/story/as-long-is-we-dont-fall-into-a-recession-were-in-a-long-bull-market-says-ark-invests-cathie-wood-11637178646?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","797538b7c7010a50758e8886e45fa44f"
"The Fast Foodist: McDonald’s is serving 63-cent Egg McMuffins — a look at how the 50-year-old sandwich revolutionized fast food","MarketWatch","The breakfast item was not only revolutionary for its time, but it still remains one of the best bites in fast-foodlandia.   ","2021-11-17 19:37:00","Business","https://www.marketwatch.com/story/mcdonalds-is-serving-63-cent-egg-mcmuffins-a-look-at-how-the-sandwich-revolutionized-fast-food-11637177144?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e287af84982096bba47c50d3c87fe099"
": A mostly Black Alabama county has no municipal sewer service. Can the 1964 Civil Rights Act be used for environmental justice?","MarketWatch","A never-before-used provision from the 1964 Civil Rights Act could set a sweeping precedent for environmental justice, starting in Alabama's Lowndes County   ","2021-11-17 19:30:00","Business","https://www.marketwatch.com/story/a-mostly-black-alabama-county-has-no-municipal-sewer-service-can-the-1964-civil-rights-act-be-used-for-environmental-justice-11637080976?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b116621f37766639e53e4a54f2fa63cf"
"Market Snapshot: Dow trades 200 points lower, but large-cap tech stocks outperform as yields recede","MarketWatch","U.S. stocks head modestly lower Wednesday afternoon, but stocks remain within striking distance of record closing highs, aided by gains in large-cap technology.   ","2021-11-17 19:27:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-largely-tread-water-but-nasdaq-poised-for-more-gains-11637152538?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","dbab9856e331d81b173e7ec14ba5ab7e"
"Coronavirus Update: Europe is the only region where COVID-19 deaths rose in the latest week, as U.S. embarks on effort to greatly boost vaccine manufacturing","MarketWatch","Fatalities from the coronavirus-borne illness COVID-19 rose 5% in Europe in the latest week, the World Health Organization said Wednesday, making it the only part of the world where deaths are rising instead of stabilizing or declining.   ","2021-11-17 19:18:00","Business","https://www.marketwatch.com/story/europe-is-the-only-region-where-covid-19-deaths-rose-in-the-latest-week-and-u-s-to-greatly-expand-vaccine-manufacturing-11637164134?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2c32ab68d4a1dded0b1fab749f2c39b0"
"Key Words: ‘One of the stupidest ideas I’ve heard in a long time,’ Robinhood CLO blasts Coinbase crypto regulator proposal","MarketWatch","The digital assets industry remains laser focused on the looming threat of regulation, but players in the space are not of one mind on the question of how the federal government should regulate the market for cryptocurrencies.   ","2021-11-17 19:12:00","Business","https://www.marketwatch.com/story/one-of-the-stupidest-ideas-ive-heard-in-a-long-time-robinhood-clo-blasts-coinbase-crypto-regulator-proposal-11637176346?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","df9b65986c0d3dd2aa48cbdc0bed00f6"
"Key Words: Cathie Wood says institutional buys make bull case for bitcoin reaching $500,000 by 2026","MarketWatch","Ark Investment Management CEO Cathie Wood says institutional investors supports her bullish thesis of bitcoin $500,000 in the next five years.   ","2021-11-17 20:54:00","Business","https://www.marketwatch.com/story/cathie-wood-says-institutional-buys-make-bull-case-for-bitcoin-reaching-500-000-by-2026-11637182439?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","fe8dd1e8834cc98896a03e7310ec3583"
"Bond Report: Treasury yields fall across the board, posting biggest one-day drop in more than a week","MarketWatch","Treasury yields dropped across the board on Wednesday as investors focused on the risk that tighter Fed policy will derail the U.S. recovery.   ","2021-11-17 20:46:00","Business","https://www.marketwatch.com/story/10-year-treasury-slips-from-3-week-high-ahead-of-slate-of-fed-speakers-11637151663?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","3e8669b7b8dd4a2ba96cfe6f48a9220e"
": Biden pushes plan to build ‘electric vehicle charging stations across the country’","MarketWatch","President Joe Biden on Wednesday is slated to visit a General Motors electric-vehicle plant in Detroit, where he'll talk up how the newly enacted infrastructure law aims to boost the EV industry.   ","2021-11-17 20:42:00","Business","https://www.marketwatch.com/story/biden-to-talk-ev-charging-and-infrastructure-law-at-gm-plant-11637165436?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","92b7c02d8d3a3a140359fd5393113c11"
": Auto retailer stocks suffer sharp selloff, after Morgan Stanley says sell Penske, Sonic","MarketWatch","Shares of auto retailers suffered a broad and steep selloff Wednesday, after Morgan Stanley turned bearish on Penske Automotive Group Inc. and Sonic Auto Inc., citing concerns over secular threats to the franchise dealer model the group leans on.   ","2021-11-17 20:26:00","Business","https://www.marketwatch.com/story/auto-retailer-stocks-suffer-sharp-selloff-after-morgan-stanley-says-sell-penske-sonic-11637180789?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","f55954a48be6035b515386c532846e8a"
"Key Words: Why is there no EV love for Ford and GM? Cathie Wood says ‘they don’t have the DNA for this brave new world’ of electric cars","MarketWatch","General Motors and Ford Motor have made strides in growing their EV business but investment manager Cathie Wood says it may be too little, too late.   ","2021-11-17 20:24:00","Business","https://www.marketwatch.com/story/why-is-there-no-ev-love-for-ford-and-gm-cathie-wood-says-they-dont-have-the-dna-for-this-brave-new-world-of-electric-cars-11637180687?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","884a613712710d23764f9af78ca6ca96"
"Market Extra: ‘WIN’ buttons look like a terrible inflation hedge, but here’s what they say about the battle against rising prices","MarketWatch","Surging inflation is stirring memories of the 1970s on Wall Street, but isn't doing much to bolster the value of one of the era's notorious political artifacts.   ","2021-11-17 20:19:00","Business","https://www.marketwatch.com/story/what-win-buttons-say-about-surging-inflation-and-the-1970s-11637169810?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","f3f69ee7e43526870fc7d99f7247600d"
"Futures Movers: Oil logs lowest finish since early October as Biden administration seeks ways to tamp down prices","MarketWatch","Oil futures dropped on Wednesday to their lowest settlement since early October, as  President Joe Biden seeks ways to lower the price of gasoline for U.S. consumers.   ","2021-11-17 20:10:00","Business","https://www.marketwatch.com/story/oil-pressured-as-u-s-china-reportedly-discuss-joint-release-of-reserves-11637154245?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","4c74ba2656c78c5e9bca43b903a6de9c"
"Metals Stocks: Gold futures log highest settlement since June on inflation concerns","MarketWatch","Gold ends the session on Wednesday at its highest price settlement since June, rebounding after posting losses in each of the last two trading sessions, with inflation concerns supporting the precious metal.   ","2021-11-17 20:08:00","Business","https://www.marketwatch.com/story/gold-climbs-early-wednesday-as-u-s-dollars-climb-to-16-month-high-cools-somewhat-11637155973?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","f9ddbda8476f7591e6b56a96dbfac90c"
"NewsWatch: Nvidia reports record sales and beats on earnings again, sending stock higher","MarketWatch","Nvidia Corp. shares rose in the extended session Wednesday after the chip maker topped Wall Street expectations with another quarter of record sales.   ","2021-11-17 22:00:06","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","dfac0c7184069635966eafc0e1bbd83d"
"Earnings Results: Nvidia reports record sales and beats on earnings again, sending stock higher","MarketWatch","Nvidia Corp. shares rose in the extended session Wednesday after the chip maker topped Wall Street expectations with another quarter of record sales.   ","2021-11-17 21:42:00","Business","https://www.marketwatch.com/story/nvidia-stock-rises-as-another-quarter-of-record-sales-top-wall-street-expectations-11637184943?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7ca7f3d0196e458af5657d62f432f17d"
": Rivian stock falls by as much as 18% to mark first stumble since its IPO","MarketWatch","Rivian Automotive Inc. stock fell by as much as 18% in midday trading Wednesday, the first stumble after taking Wall Street by storm last week in the year's biggest initial public offering and one that is among the largest U.S. deals in nearly three decades.   ","2021-11-17 21:21:00","Business","https://www.marketwatch.com/story/rivian-stock-falls-by-as-much-as-18-to-mark-its-first-stumble-since-the-companys-ipo-11637168584?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a87fbfd37a8fe0bfa8603cabe6be89ed"
": Cisco stock drops nearly 7% after earnings guidance disappoints","MarketWatch","Cisco Systems Inc.'s stock slipped 7% in extended trading Wednesday after the computer-networking company reported fiscal first-quarter results slightly above Wall Street estimates but offered tepid guidance.   ","2021-11-17 21:21:00","Business","https://www.marketwatch.com/story/cisco-stock-drops-nearly-7-after-earnings-guidance-disappoints-11637184086?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","bf23759cabc8c75b223123597b50d648"
"Market Snapshot: Dow ends 200 points lower, but large-cap tech stocks outperform as yields recede","MarketWatch","U.S. stocks finished lower Wednesday, but remain within striking distance of record closing highs, aided by gains in large-cap technology.   ","2021-11-17 21:17:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-largely-tread-water-but-nasdaq-poised-for-more-gains-11637152538?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ce5dd39413654115e193f5b5da93a39e"
"Washington Watch: 40% of America’s trucking capacity is left on the table every day, MIT expert tells Congress","MarketWatch","American long-haul truck drivers are seriously underutilized, and the problem comes from the scheduling practices of shippers and receivers, an expert from the Massachusetts Institute of Technology tells U.S. lawmakers on Wednesday.   ","2021-11-17 21:17:00","Business","https://www.marketwatch.com/story/40-of-americas-trucking-capacity-is-left-on-the-table-every-day-mit-expert-tells-congress-11637183872?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","1982033843ab3fbfe99cbf2fb61f0a2c"
"The Fast Foodist: Why McDonald’s is selling Egg McMuffins for just 63 cents — and how the 50-year-old sandwich revolutionized fast food","MarketWatch","The breakfast item was not only revolutionary for its time, but it still remains one of the best bites in fast-foodlandia.   ","2021-11-17 21:16:00","Business","https://www.marketwatch.com/story/mcdonalds-is-serving-63-cent-egg-mcmuffins-a-look-at-how-the-sandwich-revolutionized-fast-food-11637177144?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","75f95644d04dd6c2ceb078ae991d7837"
